transcriptId,jobId,L2 Clusters,L3 Intents,L1 Cluster,transcript_complexity,Complexity (score out of 10),resolution,resolutionDescription,transcriptId.1,clusteringOutput,addedOn,Complexity Bucket,Complexity_level_bucket,AHT (mins),Aht_bucket,Proposed_for_Automation,Proposed_of_automation,Proposed_,AHT_Level,Complexity_Level,AHT_Complexity_Segment,AHT_Intent_Alignment
696df4fd459d6714849b6ff3,CXJ-960,productReplacement,crackedScreen,screenDamage,6.3,6.2,expeditedReplacement,The agent expedited the shipping of a replacement laptop to be delivered within 2-3 business days.,40,"[{'closest_other_cluster_name': 'hardwareFailure', 'cluster': 9, 'embedding_input': 'crackedScreen:Cracked screen refers to the physical damage where the display screen of a device is broken or shattered.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 12, 'distance_to_other_cluster': 0.5482, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,17,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,6.3,Low AHT | 6.3,Review
696df4fd459d6714849b6ff4,CXJ-960,phoneRepair,crackedScreen,screenDamage,6.1,6.2,sendShippingLabel,The agent will send a prepaid return shipping label via email for the customer to send the phone for repair.,69,"[{'closest_other_cluster_name': 'hardwareFailure', 'cluster': 9, 'embedding_input': ""crackedScreen:Cracked screen refers to the physical damage to a phone's display, often resulting from a drop or impact."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 12, 'distance_to_other_cluster': 0.5482, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,14,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,6.1,Low AHT | 6.1,Review
696df4fd459d6714849b6ff5,CXJ-960,audioIssue,audioOutputFailure,audioOutputFailure,7.199999999999999,7.18,safeModeRestart,The agent guided the customer to restart the laptop in safe mode to troubleshoot the audio issue.,42,"[{'closest_other_cluster_name': 'audioFailure', 'cluster': 15, 'embedding_input': 'audioOutputFailure:Audio output failure refers to the situation where the sound output from a device stops working, despite being set to the correct device.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 14, 'distance_to_other_cluster': 0.3491, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,15,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,7.199999999999999,Low AHT | 7.199999999999999,Review
696df4fd459d6714849b6ff6,CXJ-960,audioIssue,audioOutputFailure,audioOutputFailure,7.4,7.18,issueEscalation,The issue was escalated to the advanced technical support team for further assistance.,43,"[{'closest_other_cluster_name': 'audioFailure', 'cluster': 15, 'embedding_input': ""audioOutputFailure:Audio output failure refers to the situation where a device's audio system stops producing sound, despite being powered on and connected properly."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 14, 'distance_to_other_cluster': 0.3491, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,5,1. Low AHT,No,0,Volume - Rest,Low AHT,7.4,Low AHT | 7.4,Review
696df4fd459d6714849b6ff7,CXJ-960,audioIssue,audioOutputFailure,audioOutputFailure,7.199999999999999,7.18,issueEscalation,The issue was escalated to the advanced technical support team for further assistance.,44,"[{'closest_other_cluster_name': 'audioFailure', 'cluster': 15, 'embedding_input': 'audioOutputFailure:Audio output failure refers to the malfunction or non-functioning of the audio output system in a device, preventing sound from being heard.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 14, 'distance_to_other_cluster': 0.3491, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,16,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,7.199999999999999,Low AHT | 7.199999999999999,Review
696df4fd459d6714849b6ff8,CXJ-960,audioRestoration,audioOutputFailure,audioOutputFailure,7.3,7.18,issueEscalation,The issue was escalated to the advanced technical support team for further assistance.,70,"[{'closest_other_cluster_name': 'audioFailure', 'cluster': 15, 'embedding_input': ""audioOutputFailure:Audio output failure refers to the malfunction or complete lack of sound from a device's audio system."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 14, 'distance_to_other_cluster': 0.3491, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,8,2. Medium AHT,No,0,Volume - Rest,Low AHT,7.3,Low AHT | 7.3,Review
696df4fd459d6714849b6ff9,CXJ-960,audioRestoration,audioOutputFailure,audioOutputFailure,6.800000000000001,7.18,driverUpdate,The agent guided the customer to update the audio driver to resolve the issue.,90,"[{'closest_other_cluster_name': 'audioFailure', 'cluster': 15, 'embedding_input': 'audioOutputFailure:Audio output failure refers to the situation where a device stops producing sound, often due to hardware or software issues.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 14, 'distance_to_other_cluster': 0.3491, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,11,2. Medium AHT,No,0,Volume - Rest,Low AHT,6.800000000000001,Low AHT | 6.800000000000001,Review
696df4fd459d6714849b6ffa,CXJ-960,batteryIssue,softwareUpdate,softwareUpdate,8.100000000000001,7.69,installPatch,The agent guided the customer through the process of installing a patch to resolve the battery issue.,59,"[{'closest_other_cluster_name': 'softwareUpdate', 'cluster': 1, 'embedding_input': 'softwareUpdate:Software update refers to the process of installing new patches or updates to the operating system or applications to fix bugs, improve performance, or add new features.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 6, 'distance_to_other_cluster': 0.3721, 'umap_embedding': 'ComingSoon'}]",1768813821,Medium,2. Medium Complexity,6,1. Low AHT,No,0,Volume - Rest,Low AHT,8.100000000000001,Low AHT | 8.100000000000001,Review
696df4fd459d6714849b6ffc,CXJ-960,softwareIssue,softwareFreezing,softwareFreezing,5.8,5.9,escalateSupport,The agent escalated the issue to the advanced technical support team for further assistance.,62,"[{'closest_other_cluster_name': 'softwareConflict', 'cluster': 8, 'embedding_input': 'softwareFreezing:Software freezing refers to a situation where a software application becomes unresponsive and stops functioning, often requiring a restart or further troubleshooting.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 7, 'distance_to_other_cluster': 0.3929, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,2,1. Low AHT,No,0,Volume - Rest,Low AHT,5.8,Low AHT | 5.8,Review
696df4fd459d6714849b6ffd,CXJ-960,issueEscalation,softwareFreezing,softwareFreezing,6.0,5.9,escalateSupport,The agent escalated the issue to the advanced technical support team for further assistance.,100,"[{'closest_other_cluster_name': 'softwareConflict', 'cluster': 8, 'embedding_input': 'softwareFreezing:Software freezing refers to a situation where a software application becomes unresponsive or stops functioning properly, often requiring a restart or further technical intervention.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 7, 'distance_to_other_cluster': 0.3929, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,6,1. Low AHT,No,0,Volume - Rest,Low AHT,6.0,Low AHT | 6.0,Review
696df4fd459d6714849b6ffe,CXJ-960,deviceSetup,networkConnectionIssue,networkConnection,6.1,6.2,escalateSupport,The agent will escalate the issue to the advanced technical support team for further assistance.,66,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 22, 'embedding_input': 'networkConnectionIssue:Network connection issue refers to problems encountered when a device is unable to connect to a Wi-Fi or Ethernet network.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.2892, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,10,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,6.1,Low AHT | 6.1,Review
696df4fd459d6714849b6fff,CXJ-960,deviceSetup,wifiConnectionIssue,networkConnection,6.3,6.2,escalateSupport,The agent escalated the issue to the advanced technical support team for further assistance.,73,"[{'closest_other_cluster_name': 'networkConnectivity', 'cluster': 22, 'embedding_input': 'wifiConnectionIssue:Wi-Fi connection issue refers to problems encountered when attempting to connect a device to a wireless network.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 21, 'distance_to_other_cluster': 0.2892, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,14,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,6.3,Low AHT | 6.3,Review
696df4fd459d6714849b7000,CXJ-960,batteryReplacement,batteryDegradation,batteryDegradation,,5.7,processReplacement,The agent processed the order for a replacement battery to be delivered within 3-5 business days.,68,"[{'closest_other_cluster_name': 'batteryDepletion', 'cluster': 20, 'embedding_input': 'batteryDegradation:Battery degradation refers to the natural decline in battery capacity and performance over time due to usage and age.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 19, 'distance_to_other_cluster': 0.2503, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,3,1. Low AHT,No,0,Volume - Rest,Low AHT,Nan,Low AHT | Nan,Review
696df4fd459d6714849b7001,CXJ-960,batteryIssue,batteryDegradation,batteryDegradation,5.699999999999999,5.7,batteryCalibrationGuide,The agent provided a guide to calibrate the battery to potentially resolve the issue.,82,"[{'closest_other_cluster_name': 'batteryDepletion', 'cluster': 20, 'embedding_input': ""batteryDegradation:Battery degradation refers to the gradual loss of a battery's ability to hold a charge over time, resulting in reduced battery life."", 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 19, 'distance_to_other_cluster': 0.2503, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,16,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,5.699999999999999,Low AHT | 5.699999999999999,Review
696df4fd459d6714849b7002,CXJ-960,claimSetup,waterDamage,liquidDamage,5.699999999999999,6.0,assignAdjuster,The agent will assign an adjuster to assess the damage and start the claim process.,96,"[{'closest_other_cluster_name': 'physicalDamage', 'cluster': 3, 'embedding_input': 'waterDamage:Water damage refers to any destruction or harm caused to property due to water intrusion, such as from a burst pipe, flooding, or leaks.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 4, 'distance_to_other_cluster': 0.3794, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,13,3. High AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,5.699999999999999,Low AHT | 5.699999999999999,Review
696df4fd459d6714849b7003,CXJ-960,keyboardIssue,liquidDamage,liquidDamage,6.3,6.0,escalateSupport,The agent escalated the issue to the advanced technical support team for further assistance.,98,"[{'closest_other_cluster_name': 'physicalDamage', 'cluster': 3, 'embedding_input': 'liquidDamage:Liquid damage refers to the harm caused to electronic devices when they come into contact with liquids, potentially leading to malfunction or failure.', 'prob_cluster_belonging': 1.0, 'closest_other_cluster': 4, 'distance_to_other_cluster': 0.3794, 'umap_embedding': 'ComingSoon'}]",1768813821,Low,1. Low Complexity,12,2. Medium AHT,Yes,1,Volume - Potential Transformation Opportunity,Low AHT,6.3,Low AHT | 6.3,Review
